;
;
;
;
;
;
;
;Symbolname     Code1  Code2 PartNr        Value             Geometry             Description
C                   2  130   ""            "18P"             K1206                "CAPACITOR 18PF"
C                   2  130   ""            "22P"             K1206                "CAPACITOR 22PF"
C                   2  130   ""            "27P"             K1206                "CAPACITOR 27PF"
C                   2  130   ""            "33P"             K1206                "CAPACITOR 33PF"
C                   2  130   ""            "39P"             K1206                "CAPACITOR 39PF"
C                   2  130   ""            "47P"             K1206                "CAPACITOR 47PF"
C                   2  130   ""            "56P"             K1206                "CAPACITOR 56PF"
C                   2  130   ""            "68P"             K1206                "CAPACITOR 68PF"
C                   2  130   ""            "82P"             K1206                "CAPACITOR 82PF"
C                   2  130   ""            "100P"            K1206                "CAPACITOR 100PF"
C                   2  130   ""            "120P"            K1206                "CAPACITOR 120PF"
C                   2  130   ""            "150P"            K1206                "CAPACITOR 150PF"
C                   2  130   ""            "180P"            K1206                "CAPACITOR 180PF"
C                   2  130   ""            "220P"            K1206                "CAPACITOR 220PF"
C                   2  130   ""            "270P"            K1206                "CAPACITOR 270PF"
C                   2  130   ""            "330P"            K1206                "CAPACITOR 330PF"
C                   2  130   ""            "390P"            K1206                "CAPACITOR 390PF"
C                   2  130   ""            "470P"            K1206                "CAPACITOR 470PF"
C                   2  130   ""            "560P"            K1206                "CAPACITOR 560PF"
C                   2  130   ""            "680P"            K1206                "CAPACITOR 680PF"
C                   2  130   ""            "820P"            K1206                "CAPACITOR 820PF"
C                   2  130   ""            "1N0"             K1206                "CAPACITOR 1.0NF"
C                   2  130   ""            "1N2"             K1206                "CAPACITOR 1.2NF"
C                   2  130   ""            "1N5"             K1206                "CAPACITOR 1.5NF"
C                   2  130   ""            "1N8"             K1206                "CAPACITOR 1.8NF"
C                   2  130   ""            "2N2"             K1206                "CAPACITOR 2.2NF"
C                   2  130   ""            "2N7"             K1206                "CAPACITOR 2.7NF"
C                   2  130   ""            "3N3"             K1206                "CAPACITOR 3.3NF"
C                   2  130   ""            "3N9"             K1206                "CAPACITOR 3.9NF"
C                   2  130   ""            "4N7"             K1206                "CAPACITOR 4.7NF"
C                   2  130   ""            "5N6"             K1206                "CAPACITOR 5.6NF"
C                   2  130   ""            "6N8"             K1206                "CAPACITOR 6.8NF"
C                   2  130   ""            "8N2"             K1206                "CAPACITOR 8.2NF"
C                   2  130   ""            "10N"             K1206                "CAPACITOR 10NF"
C                   2  130   ""            "12N"             K1206                "CAPACITOR 12NF"
C                   2  130   ""            "15N"             K1206                "CAPACITOR 15NF"
C                   2  130   ""            "18N"             K1206                "CAPACITOR 18NF"
C                   2  130   ""            "22N"             K1206                "CAPACITOR 22NF"
C                   2  130   ""            "27N"             K1206                "CAPACITOR 27NF"
C                   2  130   ""            "33N"             K1206                "CAPACITOR 33NF"
C                   2  130   ""            "39N"             K1206                "CAPACITOR 39NF"
C                   2  130   ""            "47N"             K1206                "CAPACITOR 47NF"
C                   2  130   ""            "56N"             K1206                "CAPACITOR 56NF"
C                   2  130   ""            "68N"             K1206                "CAPACITOR 68NF"
C                   2  130   ""            "82N"             K1206                "CAPACITOR 82NF"
C                   2  130   ""            "100N"            K1206                "CAPACITOR 100NF"
C                   2  130   ""            "120N"            K1206                "CAPACITOR 120NF"
C                   2  130   ""            "150N"            K1206                "CAPACITOR 150NF"
C                   2  130   ""            "180N"            K1206                "CAPACITOR 180NF"
C                   2  130   ""            "220N"            K1206                "CAPACITOR 220NF"
C                   2  130   ""            "270N"            K1206                "CAPACITOR 270NF"
C                   2  130   ""            "330N"            K1206                "CAPACITOR 330NF"
C                   2  130   ""            "390N"            K1206                "CAPACITOR 390NF"
C                   2  130   ""            "470N"            K1206                "CAPACITOR 470NF"
C                   2  130   ""            "560N"            K1206                "CAPACITOR 560NF"
C                   2  130   ""            "680N"            K1206                "CAPACITOR 680NF"
C                   2  130   ""            "820N"            K1206                "CAPACITOR 820NF"
C                   2  140   ""            "10N"             K1812                "CAPACITOR 10NF"
C                   2  140   ""            "12N"             K1812                "CAPACITOR 12NF"
C                   2  140   ""            "15N"             K1812                "CAPACITOR 15NF"
C                   2  140   ""            "18N"             K1812                "CAPACITOR 18NF"
C                   2  140   ""            "22N"             K1812                "CAPACITOR 22NF"
C                   2  140   ""            "27N"             K1812                "CAPACITOR 27NF"
C                   2  140   ""            "33N"             K1812                "CAPACITOR 33NF"
C                   2  140   ""            "39N"             K1812                "CAPACITOR 39NF"
C                   2  140   ""            "47N"             K1812                "CAPACITOR 47NF"
C                   2  140   ""            "56N"             K1812                "CAPACITOR 56NF"
C                   2  140   ""            "68N"             K1812                "CAPACITOR 68NF"
C                   2  140   ""            "82N"             K1812                "CAPACITOR 82NF"
C                   2  140   ""            "100N"            K1812                "CAPACITOR 100NF"
C                   2  140   ""            "120N"            K1812                "CAPACITOR 120NF"
C                   2  140   ""            "150N"            K1812                "CAPACITOR 150NF"
C                   2  140   ""            "180N"            K1812                "CAPACITOR 180NF"
C                   2  140   ""            "220N"            K1812                "CAPACITOR 220NF"
C                   2  140   ""            "270N"            K1812                "CAPACITOR 270NF"
C                   2  140   ""            "330N"            K1812                "CAPACITOR 330NF"
C                   2  140   ""            "390N"            K1812                "CAPACITOR 390NF"
C                   2  140   ""            "470N"            K1812                "CAPACITOR 470NF"
C                   2  140   ""            "560N"            K1812                "CAPACITOR 560NF"
C                   2  140   ""            "680N"            K1812                "CAPACITOR 680NF"
C                   2  140   ""            "820N"            K1812                "CAPACITOR 820NF"
; ELCOS
ELCO                2  650   ""            ""                ELCO_RAD5_1          "CAPACITOR ELCO XX UF"
ELCO                2  650   ""            ""                ELCO_RAD7_1          "CAPACITOR ELCO XX UF"
ELCO                2  650   ""            ""                ELCO_RAD10_1         "CAPACITOR ELCO XX UF"
ELCO                2  650   ""            ""                ELCO_RAD10_2         "CAPACITOR ELCO XX UF"
ELCO                2  650   ""            ""                ELCO_RAD15_2         "CAPACITOR ELCO XX UF"
ELCO                2  650   ""            ""                ELCO_RAD20_2         "CAPACITOR ELCO XX UF"
ELCO                2  650   ""            ""                ELCO_RAD25_2         "CAPACITOR ELCO XX UF"
ELCO                2  650   ""            ""                ELCO_RAD30_2         "CAPACITOR ELCO XX UF"
ELCO                2  650   ""            ""                ELCO_RAD20_3         "CAPACITOR ELCO XX UF"
ELCO                2  650   ""            ""                ELCO_RAD25_3         "CAPACITOR ELCO XX UF"
ELCO                2  650   ""            ""                ELCO_RAD30_3         "CAPACITOR ELCO XX UF"
ELCO                2  650   ""            ""                ELCO_RAD35_3         "CAPACITOR ELCO XX UF"
ELCO                2  650   ""            ""                ELCO_RAD40_3         "CAPACITOR ELCO XX UF"
ELCO                2  650   ""            ""                ELCO_RAD50_3         "CAPACITOR ELCO XX UF"
ELCO                2  600   ""            ""                ELCO_AXI13X5         "CAPACITOR ELCO XX UF"
ELCO                2  600   ""            ""                ELCO_AXI20X7         "CAPACITOR ELCO XX UF"
ELCO                2  600   ""            ""                ELCO_AXI25X10        "CAPACITOR ELCO XX UF"
ELCO                2  600   ""            ""                ELCO_AXI30X15        "CAPACITOR ELCO XX UF"
ELCO                2  600   ""            ""                ELCO_AXI40X20        "CAPACITOR ELCO XX UF"
ELCO                2  600   ""            ""                ELCO_AXI50X25        "CAPACITOR ELCO XX UF"
ELCO                2  600   ""            ""                ELCO_AXI60X30        "CAPACITOR ELCO XX UF"
ELCO                2  700   ""            "0.1U"            ELCO_SMD32X16        "CAPACITOR TANT ELCO 0.1 UF"
ELCO                2  700   ""            "0.22U"           ELCO_SMD32X16        "CAPACITOR TANT ELCO 0.22 UF"
ELCO                2  700   ""            "0.33U"           ELCO_SMD32X16        "CAPACITOR TANT ELCO 0.33 UF"
ELCO                2  700   ""            "0.47U"           ELCO_SMD32X16        "CAPACITOR TANT ELCO 0.47 UF"
ELCO                2  700   ""            "0.68U"           ELCO_SMD32X16        "CAPACITOR TANT ELCO 0.68 UF"
ELCO                2  700   ""            "1.0U"            ELCO_SMD32X16        "CAPACITOR TANT ELCO 1.0 UF"
ELCO                2  700   ""            "2.2U"            ELCO_SMD32X16        "CAPACITOR TANT ELCO 2.2 UF"
ELCO                2  700   ""            "0.1U"            ELCO_SMD35X28        "CAPACITOR TANT ELCO 0.1 UF"
ELCO                2  700   ""            "0.22U"           ELCO_SMD35X28        "CAPACITOR TANT ELCO 0.22 UF"
